player,agency,agent,season,salary,salary_amnesty,,player
Roger Mason,ASM Sports,Andy Miller,2015-2016,0,FALSE,,
Romero Osby,Relativity Sports,Happy Walters,2015-2016,0,FALSE,,
Ron Howard,Lee Basketball Services LTD,Bernie Lee,2015-2016,0,FALSE,,
Ronnie Brewer,Creative Artists Agency,Henry Thomas,2015-2016,0,FALSE,,
Ronnie Price,Excel Sports Management,Mike Higgins,2015-2016,0,FALSE,,
Ronny Turiaf,Priority Sports & Entertainment,Mark Bartelstein,2015-2016,0,FALSE,,
Roy Hibbert,FAME,David Falk,2015-2016,15514031,FALSE,,
Royce White,ASM Sports,Andy Miller,2015-2016,2751259,FALSE,,
Rudy Gay,Octagon Athlete Representation,Jeff Austin,2015-2016,0,FALSE,,
Rudy Gobert,Comsport,Bouna Ndiaye,2015-2016,1175880,FALSE,,
Russell Westbrook,Wasserman Media Group,Arn Tellem,2015-2016,16744218,FALSE,,
Ryan Anderson,Octagon Athlete Representation,Jeff Austin,2015-2016,8500000,FALSE,,
Ryan Gomes,Wasserman Media Group,Dan Tobin,2015-2016,0,FALSE,,
Ryan Hollins,BDA Sports Management,Todd Ramasar,2015-2016,0,FALSE,,
Ryan Kelly,Octagon Athlete Representation,Alex Saratsis,2015-2016,0,FALSE,,
Samuel Dalembert,Pinnacle Management Corporation,Marc Cornstein,2015-2016,TBD,FALSE,,
Scott Machado,Relativity Sports,Dan Fegan,2015-2016,TBD,FALSE,,
Serge Ibaka,ASM Sports,Andy Miller,2015-2016,12250000,FALSE,,
Sergey Karasev,ASM Sports,Andy Miller,2015-2016,1599840,FALSE,,
Seth Curry,Octagon Athlete Representation,Alex Saratsis,2015-2016,TBD,FALSE,,
Shabazz Muhammad,BDA Sports Management,Bill Duffy,2015-2016,2056920,FALSE,,
Shane Battier,Williams & Connolly,Jim Tanner,2015-2016,0,FALSE,,
Shane Larkin,Relativity Sports,Happy Walters,2015-2016,1675320,FALSE,,
Shannon Brown,Priority Sports & Entertainment,Mark Bartelstein,2015-2016,0,FALSE,,
Shaun Livingston,Creative Artists Agency,Henry Thomas,2015-2016,0,FALSE,,
Shawn Marion,Relativity Sports,Dan Fegan,2015-2016,0,FALSE,,
Shawne Williams,Relativity Sports,Dan Fegan,2015-2016,0,FALSE,,
Shelvin Mack,The Neustadt Group,Doug Neustadt,2015-2016,0,FALSE,,
Solomon Hill,Octagon Athlete Representation,Chris Emens,2015-2016,1358880,FALSE,,
Solomon Jones,Priority Sports & Entertainment,Mark Bartelstein,2015-2016,0,FALSE,,
Spencer Hawes,Wasserman Media Group,Arn Tellem,2015-2016,0,FALSE,,
Stephen Curry,Octagon Athlete Representation,Jeff Austin,2015-2016,11370786,FALSE,,
Steve Blake,Bell Management,Joel Bell,2015-2016,0,FALSE,,
Steve Nash,BDA Sports Management,Bill Duffy,2015-2016,0,FALSE,,
Steve Novak,Priority Sports & Entertainment,Mark Bartelstein,2015-2016,3750000,FALSE,,
Steven Adams,Wasserman Media Group,Arn Tellem,2015-2016,2279040,FALSE,,
Taj Gibson,Priority Sports & Entertainment,Mark Bartelstein,2015-2016,8500000,FALSE,,
Tayshaun Prince,BDA Sports Management,Bill Duffy,2015-2016,0,FALSE,,
Terrel Harris,Impact Sports Basketball,Brian Elfus,2015-2016,0,FALSE,,
Terrence Jones,Wasserman Media Group,Arn Tellem,2015-2016,2489529,FALSE,,
Terrence Ross,Creative Artists Agency,Aaron Mintz,2015-2016,3553917,FALSE,,
Thabo Sefolosha,Zucker International,Guy Zucker,2015-2016,0,FALSE,,
Thaddeus Young,Williams & Connolly,Jim Tanner,2015-2016,9721740,FALSE,,
Thomas Robinson,BDA Sports Management,Bill Duffy,2015-2016,4660482,FALSE,,
Tiago Splitter,Wasserman Media Group,Arn Tellem,2015-2016,8500000,FALSE,,
Tim Duncan,Williams & Connolly,Jim Tanner,2015-2016,0,FALSE,,
Tim Hardaway Jr,Priority Sports & Entertainment,Mark Bartelstein,2015-2016,1304520,FALSE,,
Timofey Mozgov,ASM Sports,Andy Miller,2015-2016,4950000,FALSE,,
Tobias Harris,Creative Artists Agency,Henry Thomas,2015-2016,3581302,FALSE,,
Toney Douglas,FAME,David Falk,2015-2016,0,FALSE,,
Tony Allen,IAM Sports,Raymond Brothers,2015-2016,5000000,FALSE,,
Tony Mitchell,Wasserman Media Group,Arn Tellem,2015-2016,947276,FALSE,,
Tony Parker,Creative Artists Agency,Steve Heumann,2015-2016,0,FALSE,,
Tony Snell,Lagardere Unlimited,Mitchell Butler,2015-2016,1535880,FALSE,,
Tony Wroten,Wasserman Media Group,Greg Lawrence,2015-2016,2179354,FALSE,,
Tornike Shengelia,Zucker International,Guy Zucker,2015-2016,0,FALSE,,
Toure Murry,Lee Basketball Services LTD,Bernie Lee,2015-2016,0,FALSE,,
Travis Outlaw,BDA Sports Management,Bill Duffy,2015-2016,0,FALSE,,
Travis Outlaw,BDA Sports Management,Bill Duffy,2015-2016,0,FALSE,,
Trent Lockett,CGL Sports,Chris Grier Luchey,2015-2016,TBD,FALSE,,
Trevor Ariza,David Lee Services,David Lee,2015-2016,0,FALSE,,
Trevor Booker,ASM Sports,Andy Miller,2015-2016,0,FALSE,,
Tristan Thompson,Klutch Sports Management,Rich Paul,2015-2016,7150606,FALSE,,
Ty Lawson,Relativity Sports,Happy Walters,2015-2016,12404495,FALSE,,
Tyler Hansbrough,Excel Sports Management,Jeff Schwartz,2015-2016,0,FALSE,,
Tyler Zeller,Excel Sports Management,Jeff Schwartz,2015-2016,2616975,FALSE,,
Tyreke Evans,Wasserman Media Group,Arn Tellem,2015-2016,10734586,FALSE,,
Tyrus Thomas,Performance Sports Management,John Hamilton,2015-2016,0,FALSE,,
Tyshawn Taylor,Excel Sports Management,Mike Higgins,2015-2016,0,FALSE,,
Tyson Chandler,Excel Sports Management,Jeff Schwartz,2015-2016,0,FALSE,,
Udonis Haslem,Creative Artists Agency,Henry Thomas,2015-2016,0,FALSE,,
Vander Blue,Wasserman Media Group,Makhtar Ndiaye,2015-2016,0,FALSE,,
Victor Oladipo,IAM Sports,Raymond Brothers,2015-2016,5192520,FALSE,,
Vince Carter,IMG,Kurt Schoeppler,2015-2016,0,FALSE,,
Vitor Faverani,Interperformances,Herb Rudoy,2015-2016,TBD,FALSE,,
Vyacheslav Kravtsov,Excel Sports Management,Jeff Schwartz,2015-2016,0,FALSE,,
Wayne Ellington,Wasserman Media Group,Arn Tellem,2015-2016,0,FALSE,,
Wesley Johnson,Landmark Sports Agency,Rob Pelinka,2015-2016,0,FALSE,,
Wesley Matthews,Octagon Athlete Representation,Jeff Austin,2015-2016,0,FALSE,,
Will Barton,Impact Sports Basketball,Brian Elfus,2015-2016,1181348,FALSE,,
Will Bynum,Priority Sports & Entertainment,Mark Bartelstein,2015-2016,0,FALSE,,
Wilson Chandler,Relativity Sports,Dan Fegan,2015-2016,7171662,FALSE,,
Xavier Henry,Wasserman Media Group,Arn Tellem,2015-2016,0,FALSE,,
Zach Randolph,IAM Sports,Raymond Brothers,2015-2016,0,FALSE,,
Zaza Pachulia,Williams & Connolly,Jim Tanner,2015-2016,5200000,FALSE,,
Aaron Brooks,Creative Artists Agency,Leon Rose,2016-2017,0,FALSE,,
Aaron Gray,ASM Sports,Andy Miller,2016-2017,0,FALSE,,
Adonis Thomas,Relativity Sports,Happy Walters,2016-2017,0,FALSE,,
Al Harrington,Relativity Sports,Dan Fegan,2016-2017,0,FALSE,,
Al Horford,Wasserman Media Group,Arn Tellem,2016-2017,0,FALSE,,
Al Jefferson,Excel Sports Management,Jeff Schwartz,2016-2017,0,FALSE,,
Al-Farouq Aminu,IAM Sports,Raymond Brothers,2016-2017,0,FALSE,,
Alan Anderson,Priority Sports & Entertainment,Mark Bartelstein,2016-2017,0,FALSE,,
Alec Burks,ASM Sports,Andy Miller,2016-2017,0,FALSE,,
Aleksandar Pavlovic,Relativity Sports,Dan Fegan,2016-2017,0,FALSE,,
Alexey Shved,Alti Sport,Obrad Fimic,2016-2017,0,FALSE,,
Allen Crabbe,Excel Sports Management,Sam Goldfeder,2016-2017,0,FALSE,,
Alonzo Gee,Relativity Sports,Happy Walters,2016-2017,0,FALSE,,
Amare Stoudemire,Relativity Sports,Dan Fegan,2016-2017,0,FALSE,,
Amir Johnson,BDA Sports Management,Kevin Bradbury,2016-2017,0,FALSE,,
Anderson Varejao,Relativity Sports,Dan Fegan,2016-2017,0,FALSE,,
Andray Blatche,ASM Sports,Andy Miller,2016-2017,0,FALSE,,
Andray Blatche,ASM Sports,Andy Miller,2016-2017,0,FALSE,,
Andre Drummond,Landmark Sports Agency,Rob Pelinka,2016-2017,4433682,FALSE,,
Andre Iguodala,Landmark Sports Agency,Rob Pelinka,2016-2017,11131368,FALSE,,
Andre Miller,ASM Sports,Andy Miller,2016-2017,0,FALSE,,
Andre Roberson,BDA Sports Management,Bill Duffy,2016-2017,1455381,FALSE,,
Andrea Bargnani,Creative Artists Agency,Leon Rose,2016-2017,0,FALSE,,
Andrew Bogut,Lagardere Unlimited,David Bauman,2016-2017,0,FALSE,,
Andrew Bynum,David Lee Services,David Lee,2016-2017,TBD,FALSE,,
Andrew Nicholson,Priority Sports & Entertainment,Mark Bartelstein,2016-2017,3394725,FALSE,,
Andris Biedrins,BDA Sports Management,Bill Duffy,2016-2017,0,FALSE,,
Antawn Jamison,Wasserman Media Group,Arn Tellem,2016-2017,0,FALSE,,
Anthony Bennett,Excel Sports Management,Jeff Schwartz,2016-2017,7318289,FALSE,,
Anthony Davis,Wasserman Media Group,Arn Tellem,2016-2017,9191947,FALSE,,
Anthony Morrow,Perennial,Wallace Prather,2016-2017,0,FALSE,,
Anthony Randolph,BDA Sports Management,Bill Duffy,2016-2017,0,FALSE,,
Anthony Tolliver,Lee Basketball Services LTD,Larry Fox,2016-2017,0,FALSE,,
Archie Goodwin,Briscoe Sports Management,Charlie Briscoe,2016-2017,2094089,FALSE,,
Arnett Moultrie,The Alliance Management Group,Derek Lafayette,2016-2017,3039604,FALSE,,
Arron Afflalo,Excel Sports Management,Jeff Schwartz,2016-2017,0,FALSE,,
Austin Daye,Landmark Sports Agency,Rob Pelinka,2016-2017,0,FALSE,,
Austin Rivers,FAME,David Falk,2016-2017,4236904,FALSE,,
Avery Bradley,Lagardere Unlimited,Mitchell Butler,2016-2017,0,FALSE,,
Byron Mullens,Wasserman Media Group,Arn Tellem,2016-2017,0,FALSE,,
B.J. Young,Briscoe Sports Management,Charlie Briscoe,2016-2017,0,FALSE,,
Ben Gordon,IAM Sports,Raymond Brothers,2016-2017,0,FALSE,,
Beno Udrih,Pinnacle Management Corporation,Marc Cornstein,2016-2017,,FALSE,,
Bernard James,Relativity Sports,Dan Fegan,2016-2017,0,FALSE,,
Bismack Biyombo,Wasserman Media Group,Arn Tellem,2016-2017,0,FALSE,,
Blake Griffin,Excel Sports Management,Jeff Schwartz,2016-2017,20093064,FALSE,,
Boris Diaw,The Neustadt Group,Doug Neustadt,2016-2017,0,FALSE,,
Bradley Beal,Priority Sports & Entertainment,Mark Bartelstein,2016-2017,7471411,FALSE,,
Brandan Wright,Williams & Connolly,Jim Tanner,2016-2017,0,FALSE,,
Brandon Bass,Rival Sports Group,Tony Dutt,2016-2017,0,FALSE,,
Brandon Davies,BDA Sports Management,Bill Duffy,2016-2017,TBD,FALSE,,
Brandon Jennings,Excel Sports Management,Jeff Schwartz,2016-2017,0,FALSE,,
Brandon Knight,Wasserman Media Group,Arn Tellem,2016-2017,0,FALSE,,
Brandon Roy,Wasserman Media Group,Arn Tellem,2016-2017,0,FALSE,,
Brandon Rush,Priority Sports & Entertainment,Mark Bartelstein,2016-2017,0,FALSE,,
Brendan Haywood,ASM Sports,Andy Miller,2016-2017,0,FALSE,,
Brendan Haywood,ASM Sports,Andy Miller,2016-2017,0,FALSE,,
Brian Roberts,ASM Sports,Andy Miller,2016-2017,0,FALSE,,
Brook Lopez,Wasserman Media Group,Arn Tellem,2016-2017,0,FALSE,,
C.J. Leslie,Creative Artists Agency,Aaron Mintz,2016-2017,TBD,FALSE,,
C.J. McCollum,Excel Sports Management,Jeff Schwartz,2016-2017,2421000,FALSE,,
C.J. Watson,Excel Sports Management,Jeff Schwartz,2016-2017,0,FALSE,,
Carl Landry,Priority Sports & Entertainment,Mark Bartelstein,2016-2017,6750000,FALSE,,
Carlos Boozer,Landmark Sports Agency,Rob Pelinka,2016-2017,0,FALSE,,
Carlos Delfino,ASM Sports,Andy Miller,2016-2017,0,FALSE,,
Carmelo Anthony,Creative Artists Agency,Leon Rose,2016-2017,0,FALSE,,
Caron Butler,IAM Sports,Raymond Brothers,2016-2017,0,FALSE,,
Carrick Felix,Stratosphere Sports,Todd Eley,2016-2017,TBD,FALSE,,
Chandler Parsons,Relativity Sports,Dan Fegan,2016-2017,0,FALSE,,
Channing Frye,Landmark Sports Agency,Rob Pelinka,2016-2017,0,FALSE,,
Charlie Villanueva,Excel Sports Management,Jeff Schwartz,2016-2017,0,FALSE,,
Chase Budinger,BDA Sports Management,Kevin Bradbury,2016-2017,0,FALSE,,
Chauncey Billups,ASM Sports,Andy Miller,2016-2017,0,FALSE,,
Chris Andersen,Creative Artists Agency,Steve Heumann,2016-2017,0,FALSE,,
Chris Andersen,Creative Artists Agency,Steve Heumann,2016-2017,,FALSE,,
Chris Bosh,Creative Artists Agency,Henry Thomas,2016-2017,0,FALSE,,
Chris Copeland,540 Sports and Entertainment LLC,John Spencer,2016-2017,0,FALSE,,
Chris Duhon,BDA Sports Management,Kevin Bradbury,2016-2017,0,FALSE,,
Chris Kaman,Landmark Sports Agency,Rob Pelinka,2016-2017,0,FALSE,,
Chris Paul,Creative Artists Agency,Leon Rose,2016-2017,22868827,FALSE,,
Chris Singleton,BDA Sports Management,Bill Duffy,2016-2017,0,FALSE,,
Chuck Hayes,BDA Sports Management,Bill Duffy,2016-2017,0,FALSE,,
Cody Zeller,Excel Sports Management,Jeff Schwartz,2016-2017,5318313,FALSE,,
Cole Aldrich,Excel Sports Management,Jeff Schwartz,2016-2017,TBD,FALSE,,
Corey Brewer,Relativity Sports,Dan Fegan,2016-2017,0,FALSE,,
Cory Joseph,Klutch Sports Management,Rich Paul,2016-2017,0,FALSE,,
Courtney Lee,Relativity Sports,Dan Fegan,2016-2017,0,FALSE,,
D.J. Augustin,IAM Sports,Raymond Brothers,2016-2017,0,FALSE,,
Damian Lillard,Goodwin Management Group,Aaron Goodwin,2016-2017,5651205,FALSE,,
Damien Wilkins,Perennial,Wallace Prather,2016-2017,0,FALSE,,
Daniel Orton,Vartanian Sports Management,Ara Vartanian,2016-2017,0,FALSE,,
Danilo Gallinari,Wasserman Media Group,Arn Tellem,2016-2017,0,FALSE,,
Danny Granger,Creative Artists Agency,Aaron Mintz,2016-2017,0,FALSE,,
Dante Cunningham,Bell Management,Joel Bell,2016-2017,0,FALSE,,
Darius Johnson-Odom,Octagon Athlete Representation,Chris Emens,2016-2017,0,FALSE,,
Darius Morris,Shibumi Sports,Brian Dyke,2016-2017,0,FALSE,,
Darrell Arthur,Independent,Jerry Hicks,2016-2017,0,FALSE,,
Darren Collison,BDA Sports Management,Rade Filipovich,2016-2017,0,FALSE,,
David Lee,Priority Sports & Entertainment,Mark Bartelstein,2016-2017,0,FALSE,,
David West,Octagon Athlete Representation,Jeff Austin,2016-2017,0,FALSE,,
DeAndre Jordan,Wasserman Media Group,Arn Tellem,2016-2017,0,FALSE,,
Dee Bost,540 Sports and Entertainment LLC,John Spencer,2016-2017,0,FALSE,,
DeJuan Blair,Relativity Sports,Dan Fegan,2016-2017,0,FALSE,,
DeMar Derozan,Goodwin Management Group,Aaron Goodwin,2016-2017,9500000,FALSE,,
DeMarcus Cousins,Relativity Sports,Dan Fegan,2016-2017,0,FALSE,,
DeMarre Carroll,Priority Sports & Entertainment,Mark Bartelstein,2016-2017,0,FALSE,,
Dennis Schroeder,Octagon Athlete Representation,Jeff Austin,2016-2017,2708582,FALSE,,
Derek Fisher,Landmark Sports Agency,Rob Pelinka,2016-2017,0,FALSE,,
Deron Williams,Excel Sports Management,Jeff Schwartz,2016-2017,22331135,FALSE,,
Derrick Favors,Perennial,Wallace Prather,2016-2017,0,FALSE,,
Derrick Rose,Wasserman Media Group,Arn Tellem,2016-2017,21323252,FALSE,,
Derrick Williams,Landmark Sports Agency,Rob Pelinka,2016-2017,0,FALSE,,
DeShawn Stevenson,Wasserman Media Group,Arn Tellem,2016-2017,0,FALSE,,
Devin Ebanks,Lagardere Unlimited,David Bauman,2016-2017,TBD,FALSE,,
Devin Harris,Excel Sports Management,Jeff Schwartz,2016-2017,0,FALSE,,
Diante Garrett,Wasserman Media Group,Arn Tellem,2016-2017,0,FALSE,,
Dion Waiters,Landmark Sports Agency,Rob Pelinka,2016-2017,6777589,FALSE,,
Dominic McGuire,Priority Sports & Entertainment,Mark Bartelstein,2016-2017,TBD,FALSE,,
Donald Sloan,Impact Sports Basketball,Brian Elfus,2016-2017,0,FALSE,,
Donatas Motiejunas,Wasserman Media Group,Arn Tellem,2016-2017,3278996,FALSE,,
Dorell Wright,Wasserman Media Group,Arn Tellem,2016-2017,0,FALSE,,
Doron Lamb,Wasserman Media Group,Arn Tellem,2016-2017,0,FALSE,,
Drew Gooden,Relativity Sports,Dan Fegan,2016-2017,0,FALSE,,
Dwight Buycks,Relativity Sports,Chris Patrick,2016-2017,0,FALSE,,
Dwight Howard,Relativity Sports,Dan Fegan,2016-2017,23282457,FALSE,,
Dwyane Wade,Creative Artists Agency,Henry Thomas,2016-2017,0,FALSE,,
E'Twaun Moore,Priority Sports & Entertainment,Mark Bartelstein,2016-2017,0,FALSE,,
Earl Clark,BDA Sports Management,Kevin Bradbury,2016-2017,0,FALSE,,
Earl Watson,Priority Sports & Entertainment,Mark Bartelstein,2016-2017,0,FALSE,,
Ed Davis,Landmark Sports Agency,Rob Pelinka,2016-2017,0,FALSE,,
EJ Singler,Wasserman Media Group,Greg Lawrence,2016-2017,TBD,FALSE,,
Ekpe Udoh,CGL Sports,Chris Grier Luchey,2016-2017,0,FALSE,,
Elias Harris,Priority Sports & Entertainment,Brad Ames,2016-2017,0,FALSE,,
Elton Brand,FAME,David Falk,2016-2017,0,FALSE,,
Emeka Okafor,Excel Sports Management,Jeff Schwartz,2016-2017,0,FALSE,,
Enes Kanter,Independent,Max Ergul,2016-2017,0,FALSE,,
Eric Bledsoe,Klutch Sports Management,Rich Paul,2016-2017,0,FALSE,,
Eric Gordon,Landmark Sports Agency,Rob Pelinka,2016-2017,0,FALSE,,
Eric Maynor,ASM Sports,Andy Miller,2016-2017,0,FALSE,,
Ersan Ilyasova,ASM Sports,Andy Miller,2016-2017,8400000,FALSE,,
Evan Fournier,Comsport,Bouna Ndiaye,2016-2017,3278996,FALSE,,
Evan Turner,FAME,David Falk,2016-2017,0,FALSE,,
Fab Melo,Wasserman Media Group,BJ Armstrong,2016-2017,0,FALSE,,
Festus Ezeli,BDA Sports Management,Bill Duffy,2016-2017,3013122,FALSE,,
Francisco Garcia,Goodwin Management Group,Aaron Goodwin,2016-2017,0,FALSE,,
Garrett Temple,Performance Sports Management,John Hamilton,2016-2017,0,FALSE,,
Gary Neal,Lagardere Unlimited,David Bauman,2016-2017,TBD,FALSE,,
George Hill,Saga Sports,Bill Neff,2016-2017,8000000,FALSE,,
Gerald Green,Rival Sports Group,Colin Bryant,2016-2017,0,FALSE,,
Gerald Henderson,Wasserman Media Group,Arn Tellem,2016-2017,0,FALSE,,
Gerald Wallace,Landmark Sports Agency,Rob Pelinka,2016-2017,0,FALSE,,
Giannis Antetokounmpo,Octagon Athlete Representation,Alex Saratsis,2016-2017,2995420,FALSE,,
Gigi Datome,Excel Sports Management,Sam Goldfeder,2016-2017,0,FALSE,,
Glen Davis,Performance Sports Management,John Hamilton,2016-2017,0,FALSE,,
Glen Rice Jr,24/7 Sports Management,Jeff Wechsler,2016-2017,TBD,FALSE,,
Goran Dragic,BDA Sports Management,Rade Filipovich,2016-2017,0,FALSE,,
Gordon Hayward,Priority Sports & Entertainment,Mark Bartelstein,2016-2017,0,FALSE,,
Gorgui Dieng,Wasserman Media Group,Arn Tellem,2016-2017,2348782,FALSE,,
Greg Monroe,FAME,David Falk,2016-2017,0,FALSE,,
Greg Oden,BDA Sports Management,Mike Conley,2016-2017,0,FALSE,,
Greg Smith,Impact Sports Basketball,Brian Elfus,2016-2017,0,FALSE,,
Greg Stiemsma,Priority Sports & Entertainment,Mark Bartelstein,2016-2017,0,FALSE,,
Greivis Vasquez,Wasserman Media Group,Arn Tellem,2016-2017,0,FALSE,,
Gustavo Ayon,Duran International Sports Management,Emilio Duran,2016-2017,0,FALSE,,
Hamed Haddadi,Pinnacle Management Corporation,Marc Cornstein,2016-2017,0,FALSE,,
Harrison Barnes,24/7 Sports Management,Jeff Wechsler,2016-2017,5194226,FALSE,,
Hidayet Turkoglu,Williams & Connolly,Jim Tanner,2016-2017,0,FALSE,,
Ian Mahinmi,Comsport,Bouna Ndiaye,2016-2017,0,FALSE,,
Iman Shumpert,Relativity Sports,Dan Fegan,2016-2017,0,FALSE,,
Isaiah Canaan,Priority Sports & Entertainment,Mark Bartelstein,2016-2017,0,FALSE,,
Isaiah Thomas,ASM Sports,Andy Miller,2016-2017,0,FALSE,,
Ishmael Smith,IAM Sports,Raymond Brothers,2016-2017,0,FALSE,,
J.J. Hickson,ASM Sports,Andy Miller,2016-2017,0,FALSE,,
J.J. Redick,Wasserman Media Group,Arn Tellem,2016-2017,7377500,FALSE,,
J.R. Smith,Creative Artists Agency,Leon Rose,2016-2017,TBD,FALSE,,
Jae Crowder,Alliance Sports Management,Glenn Schwartzman,2016-2017,0,FALSE,,
Jamaal Franklin,Impact Sports Basketball,Brian Elfus,2016-2017,0,FALSE,,
Jamal Crawford,ASM Sports,Andy Miller,2016-2017,0,FALSE,,
James Anderson,ASM Sports,Andy Miller,2016-2017,0,FALSE,,
James Harden,Landmark Sports Agency,Rob Pelinka,2016-2017,16744218,FALSE,,
James Johnson,Priority Sports & Entertainment,Mark Bartelstein,2016-2017,0,FALSE,,
James Jones,Bell Management,Joel Bell,2016-2017,0,FALSE,,
James Southerland,Priority Sports & Entertainment,Mark Bartelstein,2016-2017,TBD,FALSE,,
Jan Vesely,Wasserman Media Group,Arn Tellem,2016-2017,0,FALSE,,
Jannero Pargo,Priority Sports & Entertainment,Mark Bartelstein,2016-2017,0,FALSE,,
Jared Cunningham,Excel Sports Management,Jeff Schwartz,2016-2017,3222787,FALSE,,
Jared Dudley,Priority Sports & Entertainment,Mark Bartelstein,2016-2017,0,FALSE,,
Jared Sullinger,FAME,David Falk,2016-2017,3270003,FALSE,,
Jarrett Jack,Excel Sports Management,Jeff Schwartz,2016-2017,6300000,FALSE,,
Jarvis Varnado,Impact Sports Basketball,Mitch Frankel,2016-2017,0,FALSE,,
Jason Maxiell,ASM Sports,Andy Miller,2016-2017,0,FALSE,,
Jason Richardson,Relativity Sports,Dan Fegan,2016-2017,0,FALSE,,
Jason Smith,Priority Sports & Entertainment,Mark Bartelstein,2016-2017,0,FALSE,,
Jason Terry,Wasserman Media Group,Arn Tellem,2016-2017,0,FALSE,,
Jason Thompson,Creative Artists Agency,Leon Rose,2016-2017,6825000,FALSE,,
JaVale McGee,Wasserman Media Group,BJ Armstrong,2016-2017,0,FALSE,,
Jeff Adrien,Priority Sports & Entertainment,Mark Bartelstein,2016-2017,0,FALSE,,
Jeff Ayres,Impact Sports Basketball,Mitch Frankel,2016-2017,0,FALSE,,
Jeff Green,FAME,David Falk,2016-2017,0,FALSE,,
Jeff Teague,ASM Sports,Andy Miller,2016-2017,8000000,FALSE,,
Jeff Withey,Wasserman Media Group,Arn Tellem,2016-2017,0,FALSE,,
Jeffery Taylor,BDA Sports Management,Todd Ramasar,2016-2017,0,FALSE,,
Jeremy Evans,Priority Sports & Entertainment,Mark Bartelstein,2016-2017,0,FALSE,,
Jeremy Lamb,Excel Sports Management,Jeff Schwartz,2016-2017,4175273,FALSE,,
Jeremy Lin,Williams & Connolly,Jim Tanner,2016-2017,0,FALSE,,
Jeremy Tyler,Wasserman Media Group,Arn Tellem,2016-2017,TBD,FALSE,,
Jermaine O'Neal,Wasserman Media Group,Arn Tellem,2016-2017,0,FALSE,,
Jerryd Bayless,Excel Sports Management,Jeff Schwartz,2016-2017,0,FALSE,,
Jimmer Fredette,Octagon Athlete Representation,Chris Emens,2016-2017,0,FALSE,,
Jimmy Butler,Relativity Sports,Dan Fegan,2016-2017,0,FALSE,,
Joakim Noah,BDA Sports Management,Bill Duffy,2016-2017,0,FALSE,,
Jodie Meeks,Lagardere Unlimited,David Bauman,2016-2017,0,FALSE,,
Joe Johnson,Wasserman Media Group,Arn Tellem,2016-2017,0,FALSE,,
Joel Anthony,Excel Sports Management,Mike Higgins,2016-2017,0,FALSE,,
Joel Freeland,Elite Sports,Rafael Calvo,2016-2017,0,FALSE,,
John Henson,Williams & Connolly,Jim Tanner,2016-2017,4094019,FALSE,,
John Jenkins,BDA Sports Management,Bill Duffy,2016-2017,3241776,FALSE,,
John Lucas,Lee Basketball Services LTD,Bernie Lee,2016-2017,0,FALSE,,
John Salmons,Bell Management,Joel Bell,2016-2017,0,FALSE,,
John Wall,Relativity Sports,Dan Fegan,2016-2017,15756438,FALSE,,
Jon Leuer,Priority Sports & Entertainment,Mark Bartelstein,2016-2017,0,FALSE,,
Jonas Jerebko,The Neustadt Group,Doug Neustadt,2016-2017,0,FALSE,,
Jonas Valanciunas,Creative Artists Agency,Leon Rose,2016-2017,6179799,FALSE,,
Jordan Crawford,Creative Artists Agency,Aaron Mintz,2016-2017,0,FALSE,,
Jordan Farmar,Rival Sports Group,Tony Dutt,2016-2017,0,FALSE,,
Jordan Hamilton,Premier Sports,Gregory Nunn,2016-2017,0,FALSE,,
Jordan Henriquez,Premier Sports,Gregory Nunn,2016-2017,0,FALSE,,
Jordan Hill,BDA Sports Management,Kevin Bradbury,2016-2017,0,FALSE,,
Jose Juan Barea,Relativity Sports,Dan Fegan,2016-2017,0,FALSE,,
Jose Calderon,Priority Sports & Entertainment,Mark Bartelstein,2016-2017,7708427,FALSE,,
Josh Childress,Octagon Athlete Representation,Jeff Austin,2016-2017,0,FALSE,,
Josh Childress,Octagon Athlete Representation,Jeff Austin,2016-2017,0,FALSE,,
Josh Harrellson,United Sports and Entertainment Group,Merle Scott,2016-2017,0,FALSE,,
Josh McRoberts,BDA Sports Management,Mike Conley,2016-2017,0,FALSE,,
Josh Smith,Perennial,Wallace Prather,2016-2017,14000000,FALSE,,
Jrue Holiday,Rival Sports Group,Tony Dutt,2016-2017,11000000,FALSE,,
Kawhi Leonard,Impact Sports Basketball,Brian Elfus,2016-2017,0,FALSE,,
Kelly Olynyk,Wasserman Media Group,Arn Tellem,2016-2017,3094013,FALSE,,
Kemba Walker,Excel Sports Management,Jeff Schwartz,2016-2017,0,FALSE,,
Kendall Marshall,Octagon Athlete Representation,Jeff Austin,2016-2017,4134117,FALSE,,
Kendrick Perkins,Wasserman Media Group,Arn Tellem,2016-2017,0,FALSE,,
Kenneth Faried,Wasserman Media Group,Arn Tellem,2016-2017,0,FALSE,,
Kent Bazemore,Walton Sports,Austin Walton,2016-2017,0,FALSE,,
Kentavious Caldwell-Pope,Wasserman Media Group,Thaddeus Foucher,2016-2017,3678319,FALSE,,
Kenyon Martin,ASM Sports,Andy Miller,2016-2017,0,FALSE,,
Kevin Durant,Roc Nation Sports,Juan Perez,2016-2017,0,FALSE,,
Kevin Garnett,ASM Sports,Andy Miller,2016-2017,0,FALSE,,
Kevin Love,Excel Sports Management,Jeff Schwartz,2016-2017,0,FALSE,,
Kevin Martin,Relativity Sports,Dan Fegan,2016-2017,7377500,FALSE,,
